ID,StationName,Address,City,State,ZipCode,CountryCode,Latitude,Longitude,NumberOfPoints,IsOperational,ConnectionType,Level,Amps,Voltage,PowerKW,CurrentType
291133,Civic Center,325 Civic Center Plaza,Richmond,CA,94804,US,37.93583798224793,-122.34343782076462,1.0,True,NACS / Tesla Supercharger,Level 3:  High (Over 40kW),0.0,0.0,100.0,DC
244672,"Target T1507 (Richmond, CA)",4500 Macdonald Ave,Richmond,CA,94805,US,37.93182,-122.32929,,True,CHAdeMO,Level 3:  High (Over 40kW),0.0,0.0,50.0,DC
244672,"Target T1507 (Richmond, CA)",4500 Macdonald Ave,Richmond,CA,94805,US,37.93182,-122.32929,,True,CCS (Type 1),Level 3:  High (Over 40kW),0.0,0.0,150.0,DC
124238,RICHMOND,325 Civic Center Plaza,Richmond,CA,94804,US,37.9363622,-122.3440266,,,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.0,AC (Single-Phase)
223391,EL CERRITO STATION 01,7501 Schmidt Ln,El Cerrito,CA,94530,US,37.919334,-122.29911,,True,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.7,AC (Single-Phase)
262667,CITY OF OAKLAND MONTCLAIRGW,6235 La Salle Ave,Piedmont,CA,94611,US,37.82723,-122.208879,,True,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.7,AC (Single-Phase)
223261,Oakland International Airport - Fleet Lot,1 Airport Dr,Oakland,CA,94621,US,37.71722,-122.21122,,True,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.7,AC (Single-Phase)
4275,OAK INT AIRPORT,1 Airport Dr,Oakland,CA,94621,US,37.712381,-122.21333,,,NEMA 5-20R,Level 1 : Low (Under 2kW),16.0,120.0,1.0,AC (Single-Phase)
4275,OAK INT AIRPORT,1 Airport Dr,Oakland,CA,94621,US,37.712381,-122.21333,,,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.0,AC (Single-Phase)
282154,Corte Madera Town Center - RIVIAN ONLY,100 Corte Madera Town Center,Corte Madera,CA,94925,US,37.9256598,-122.5184926,,True,CCS (Type 1),Level 3:  High (Over 40kW),0.0,0.0,200.0,DC
244670,The Village At Corte Madera,1400 Redwood Hwy,Corte Madera,CA,94925,US,37.9279845,-122.5129275,,True,Type 1 (J1772),Level 2 : Medium (Over 2kW),16.0,230.0,3.7,AC (Single-Phase)
140997,Mechanics Bank,201 41st Street,Richmond,CA,94805,US,37.933079,-122.330486,,True,CHAdeMO,Level 3:  High (Over 40kW),0.0,0.0,50.0,DC
140997,Mechanics Bank,201 41st Street,Richmond,CA,94805,US,37.933079,-122.330486,,True,CCS (Type 1),Level 3:  High (Over 40kW),0.0,0.0,50.0,DC
140997,Mechanics Bank,201 41st Street,Richmond,CA,94805,US,37.933079,-122.330486,,True,NACS / Tesla Supercharger,Level 3:  High (Over 40kW),0.0,0.0,50.0,DC
